"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez","name"
"15264",15455.1271021479,0.389229728855503,0.0469274665368446,8.29428387210939,1.09241298577833e-16,6.49979111199071e-16,NA,"15264",NA
"18131",222.186990604131,-1.07873135729407,0.130119078513504,-8.29033966131351,1.12925525192911e-16,6.71628890352347e-16,NA,"18131",NA
"4164",2470.74229651176,-0.398979955376013,0.0481591314875648,-8.28461691588093,1.18489862342291e-16,7.04438721742917e-16,NA,"4164",NA
"12006",647.999021962056,-0.629934451269786,0.0760408476777291,-8.2841587187393,1.18946890229709e-16,7.06870672663487e-16,NA,"12006",NA
"17720",1083.19170107033,0.550942390410772,0.0665151695400961,8.28295852239627,1.20152279490815e-16,7.13746189091344e-16,NA,"17720",NA
"12223",1396.74170207386,-0.504891813337853,0.0609594322390198,-8.28242315903124,1.20693836191572e-16,7.16674358497741e-16,NA,"12223",NA
"17693",1368.89657516518,-0.507229629358277,0.0612553848932436,-8.28057207121107,1.22584951553858e-16,7.27610558196035e-16,NA,"17693",NA
"5278",53.6399081364249,-2.32435911200721,0.280737384860242,-8.27947839282015,1.23715978671216e-16,7.34028218058122e-16,"PIGAP1","5278","phosphatidylinositol glycan anchor biosynthesis class A pseudogene 1"
"4491",236.837569933135,-0.998703186022242,0.120658510836852,-8.2771051879849,1.26205734634299e-16,7.48499041062493e-16,NA,"4491",NA
"2081",815.025652863509,0.682798970113961,0.0825039223466551,8.27595768410934,1.27427249131642e-16,7.5543958073296e-16,"ERN1","2081","endoplasmic reticulum to nucleus signaling 1"
"4537",334.509231043885,0.861251904671566,0.104067689489488,8.2758818697379,1.27508362586587e-16,7.5561650494617e-16,"MT-ND3","4537","NADH dehydrogenase subunit 3"
"6368",371.625614422979,0.81510523242035,0.098591613511977,8.26749054392269,1.36808089362894e-16,8.1040097308293e-16,"CCL23","6368","C-C motif chemokine ligand 23"
"8855",4323.85090535044,0.352433649750797,0.0426415699243195,8.26502519434201,1.39665243662355e-16,8.26993315024425e-16,NA,"8855",NA
"15176",143.654517307306,1.39896352279866,0.169280554423612,8.26417143754066,1.40668333950196e-16,8.32598355726101e-16,NA,"15176",NA
"12743",34.6708234276748,-3.70718034609458,0.449139631735466,-8.25395953541245,1.53231254089075e-16,9.06592622547087e-16,NA,"12743",NA
"7163",135.601315604769,-1.36613014221636,0.165551525409507,-8.25199368496974,1.55773656160587e-16,9.21264905495479e-16,"TPD52","7163","tumor protein D52"
"11746",124.453768319004,-1.49735140310886,0.181575299498194,-8.24644875843232,1.63171058678006e-16,9.64626980664444e-16,NA,"11746",NA
"10528",1505.56321920281,-0.496016383307505,0.0601494554904179,-8.24639856276874,1.63239581173603e-16,9.6464512724e-16,"NOP56","10528","NOP56 ribonucleoprotein"
"9935",1439.43070755408,0.523310369608479,0.0634760455981115,8.24421818778277,1.66243567202889e-16,9.82003083541552e-16,"MAFB","9935","MAF bZIP transcription factor B"
"4828",253.633626105824,1.01531407348333,0.123187109016994,8.24204806481228,1.69287529776777e-16,9.99583178625856e-16,"NMB","4828","neuromedin B"
"4139",912.512994098221,-0.564052245132093,0.0684542934845404,-8.23983736329814,1.72444902143523e-16,1.01781856939978e-15,"MARK1","4139","microtubule affinity regulating kinase 1"
"19566",669.943631654973,0.63782140052428,0.0774811579402233,8.23195493562912,1.84182548260179e-16,1.08666228833408e-15,NA,"19566",NA
"10250",562.24907631962,-0.693474765201021,0.0842972261564139,-8.22654311203877,1.926937472734e-16,1.13642274802536e-15,"SRRM1","10250","serine and arginine repetitive matrix 1"
"6240",1155.88956205018,0.519649843290342,0.0631697338664939,8.22624715165963,1.93170225698422e-16,1.13877711453734e-15,"RRM1","6240","ribonucleotide reductase catalytic subunit M1"
"7043",903.409420522123,0.568333308091563,0.0691061757923212,8.22405959489823,1.96728264918756e-16,1.15928875184831e-15,"TGFB3","7043","transforming growth factor beta 3"
"7420",1438.04935556944,0.609925345538681,0.0741895173682472,8.22117958405437,2.01511253924085e-16,1.18699954449767e-15,"VDI","7420","vesicular stomatitis virus defective interfering particle suppression"
"14710",548.803192051017,-0.697491478456335,0.0848762611996959,-8.2177450867597,2.07365152021732e-16,1.22099385157662e-15,NA,"14710",NA
"13001",806.289385778522,-0.585000131420285,0.0712157083150065,-8.21448168194397,2.13082620038757e-16,1.25415800883834e-15,NA,"13001",NA
"5874",1025.57806411176,0.532086778599102,0.0648069375137073,8.2103367172158,2.20569068054055e-16,1.29770336326573e-15,"RAB27B","5874","RAB27B, member RAS oncogene family"
"8459",1911.22799075447,0.442361267340588,0.0538813293428905,8.20991747485451,2.2134057158048e-16,1.3017228028544e-15,"TPST2","8459","tyrosylprotein sulfotransferase 2"
"10543",1244.83095257809,0.513050796447921,0.0625081233550661,8.20774595221215,2.25379452425173e-16,1.32494709606789e-15,NA,"10543",NA
"7690",814.165147205335,0.588623356577175,0.0717473767772433,8.20410979490853,2.32305732563032e-16,1.36512036942343e-15,"ZNF131","7690","zinc finger protein 131"
"4938",312.344122629072,-0.92099481537606,0.112284551038283,-8.20232887658827,2.35774222107323e-16,1.38495037282492e-15,"OAS1","4938","2'-5'-oligoadenylate synthetase 1"
"9727",278.427812811192,-0.917558512742252,0.111896882215675,-8.20003644939552,2.40314154773739e-16,1.41105578209377e-15,"RAB11FIP3","9727","RAB11 family interacting protein 3"
"12965",508.044293289924,-0.72721487466123,0.0886949194032784,-8.19905897151478,2.42276061333974e-16,1.42200899718841e-15,NA,"12965",NA
"6959",308.285715335448,-0.883522392876073,0.107797898456573,-8.19610034635328,2.48311072730225e-16,1.45685055330337e-15,"TRBV21OR9-2","6959","T cell receptor beta variable 21/OR9-2 (pseudogene)"
"10789",651.789065922467,-0.61982461995524,0.0756433977722619,-8.19403461781732,2.52612359615485e-16,1.48149660008477e-15,"NUDCP2","10789","nuclear distribution C pseudogene 2"
"3354",6206.97844387565,-0.322494280011465,0.0393652477831301,-8.19235996654059,2.56153174116966e-16,1.50166486878912e-15,"HTR1E","3354","5-hydroxytryptamine receptor 1E"
"10400",19741.0678615196,0.301713131446603,0.0368400545406739,8.18981229013902,2.61633906094813e-16,1.53318509265422e-15,"PEMT","10400","phosphatidylethanolamine N-methyltransferase"
"2976",239.04445937625,-0.9880397903574,0.120668308543166,-8.18806364559219,2.65462439783357e-16,1.5550021611793e-15,"GTF3C2","2976","general transcription factor IIIC subunit 2"
"14754",2332.8649248387,0.428961984953873,0.0523948064446154,8.18710887704706,2.67576090876978e-16,1.56676059886568e-15,NA,"14754",NA
"16452",638.798013833243,-0.683284287847603,0.0834610725696088,-8.1868620520989,2.68125201041164e-16,1.56935234827032e-15,NA,"16452",NA
"3721",283.331998459571,0.962672696212445,0.117605798568557,8.1855887033603,2.70975707738125e-16,1.58540689981917e-15,NA,"3721",NA
"6618",1094.90516231246,0.51738487256706,0.063225014216584,8.18323062442823,2.76333579477098e-16,1.61611281521169e-15,"SNAPC2","6618","small nuclear RNA activating complex polypeptide 2"
"39",708.708441641375,-0.664367837986059,0.0811918784372559,-8.18268835225279,2.77580386150907e-16,1.62276070253553e-15,"ACAT2","39","acetyl-CoA acetyltransferase 2"
"18400",324.967830886991,0.917382192138084,0.112196988173694,8.17653135855905,2.92131522183104e-16,1.70715082233726e-15,NA,"18400",NA
"3341",252.575118263415,-1.06831129082924,0.130678300155369,-8.17512386952596,2.95562067315157e-16,1.72651357435227e-15,"HTC1","3341","hypertrichosis 1 (universalis, congenital)"
"11273",724.465420918311,0.622092472123675,0.0761247522729648,8.17201309099835,3.03285614593332e-16,1.77092844210639e-15,"ATXN2L","11273","ataxin 2 like"
"1299",405.921295938792,-0.770055294977675,0.0942494260868094,-8.17039770903653,3.07374468801279e-16,1.79409303809634e-15,"COL9A3","1299","collagen type IX alpha 3 chain"
"19503",530.293831588468,0.782418976686246,0.095785946606522,8.16841096638462,3.12477877438808e-16,1.82315873226174e-15,NA,"19503",NA
"17292",743.850564669776,-0.639575805942745,0.0783102688126213,-8.16720227934735,3.15623435144607e-16,1.84078282040412e-15,NA,"17292",NA
"13953",280.442663960765,-0.932356445122345,0.114177077734533,-8.16588113500432,3.19097364664941e-16,1.860307341943e-15,NA,"13953",NA
"17825",712.479465955641,-0.597030183233283,0.0731429944774485,-8.16250671029555,3.28142344064396e-16,1.91228227236895e-15,NA,"17825",NA
"14201",1239.53782051825,-1.17858773502001,0.144393869001416,-8.16231148296507,3.28673305128515e-16,1.91461943517157e-15,NA,"14201",NA
"11036",2823.22187041165,0.379295101980575,0.0464776657185059,8.16080360571018,3.32802916706397e-16,1.93790967460248e-15,"GTF2A1L","11036","general transcription factor IIA subunit 1 like"
"19284",2224.45487539845,-0.476342639542316,0.0583760382702237,-8.15990008327249,3.35301844669929e-16,1.95168980519171e-15,NA,"19284",NA
"4941",246.454636517739,1.00376423676907,0.123043662487086,8.15778900335008,3.41212901905923e-16,1.98531217855882e-15,"OASD","4941","ocular albinism and sensorineural deafness"
"16084",951.671811148725,-0.588003422250022,0.0720902089498229,-8.15649490847351,3.44887040410943e-16,2.00589786960398e-15,NA,"16084",NA
"11451",1316.38120602036,-0.513893602294009,0.0630113321882488,-8.15557431413658,3.47524460674277e-16,2.0204400400069e-15,NA,"11451",NA
"1688",5412.97883261744,0.385776770741086,0.0473182215243456,8.1528163636201,3.55545298016829e-16,2.0662565465978e-15,NA,"1688",NA
"117",1601.45954658721,-0.444676869370201,0.0545653741600521,-8.14943315637986,3.65634068508686e-16,2.12405002037091e-15,"ADCYAP1R1","117","ADCYAP receptor type I"
"341",3488.25103092595,0.395447610874501,0.0485527288156723,8.14470412931465,3.80210438302397e-16,2.20785714724221e-15,"APOC1","341","apolipoprotein C1"
"15039",1713.38510259456,-0.439364990887995,0.0539677027208386,-8.14125798833277,3.91191829656783e-16,2.27073067565249e-15,NA,"15039",NA
"11955",648.086324026136,-0.679635931627527,0.0834864266775481,-8.14067578017806,3.93077696950535e-16,2.2807791723059e-15,NA,"11955",NA
"1746",4925.0593030549,-0.365996117749156,0.0449605381237219,-8.14038561420266,3.94020934673897e-16,2.28535243416918e-15,"DLX2","1746","distal-less homeobox 2"
"1855",3368.66218490982,0.364402485273842,0.044767533358808,8.13988303427814,3.95659943562338e-16,2.29395603785277e-15,"DVL1","1855","dishevelled segment polarity protein 1"
"2478",978.677098425673,-0.531923629575622,0.0654388450381754,-8.12856078473438,4.34417270874823e-16,2.51767272440155e-15,"FRAXB","2478","fragile site, aphidicolin type, common, fra(X)(p22.31) B"
"11869",1012.81438630068,0.533242403251648,0.0656092695602866,8.12754671444202,4.3806582579405e-16,2.53782002380217e-15,NA,"11869",NA
"2993",964.677821439405,0.546422720419266,0.0672783492467693,8.12182115846882,4.59239718861532e-16,2.6594400693836e-15,"GYPA","2993","glycophorin A (MNS blood group)"
"5261",309.201053549338,0.887863171105324,0.109328617130161,8.12105004537173,4.62167393022906e-16,2.67534290588044e-15,"PHKG2","5261","phosphorylase kinase catalytic subunit gamma 2"
"16339",1019.19647186602,-0.553844317272868,0.068234342721624,-8.11679713150297,4.78647898765116e-16,2.76965556811947e-15,NA,"16339",NA
"10815",571.359520836088,0.711973464768553,0.08772654289949,8.11582721986748,4.82486759386898e-16,2.79077310040977e-15,"CPLX1","10815","complexin 1"
"3257",9884.36242507103,0.354005114416087,0.0436347407543676,8.11291893330783,4.94180418957839e-16,2.85728953103202e-15,"HPS1","3257","HPS1 biogenesis of lysosomal organelles complex 3 subunit 1"
"11173",2075.73956812202,0.46949060471537,0.0579473103803243,8.10202581679758,5.40514694607961e-16,3.12396296828711e-15,"ADAMTS7","11173","ADAM metallopeptidase with thrombospondin type 1 motif 7"
"1146",219.709147578939,1.04869292050355,0.129469075090097,8.09994911737624,5.49821794154086e-16,3.17650866414854e-15,"CHRNG","1146","cholinergic receptor nicotinic gamma subunit"
"1739",295.071463812346,-0.951894517970946,0.117536121812681,-8.09874022802957,5.55312182308022e-16,3.20697137259233e-15,"DLG1","1739","discs large MAGUK scaffold protein 1"
"13778",842.22372596345,-0.571546129563073,0.0705769383159915,-8.0981995422373,5.57785255610625e-16,3.21999181245178e-15,NA,"13778",NA
"11918",110.566500107895,1.47078807887105,0.181662703661215,8.09625778560433,5.66756570132873e-16,3.27050052099385e-15,NA,"11918",NA
"1696",675.598795849759,0.635977051818215,0.0785715073902914,8.09424526704191,5.76204864636712e-16,3.32372105480073e-15,NA,"1696",NA
"6338",11934.3442920573,-0.317537384766275,0.0392302517687482,-8.09419696406927,5.7643353246498e-16,3.32373920245261e-15,"SCNN1B","6338","sodium channel epithelial 1 subunit beta"
"38",423.792449298593,-0.791803457110144,0.0978592141321801,-8.09125092748692,5.90550517273619e-16,3.40380661852898e-15,"ACAT1","38","acetyl-CoA acetyltransferase 1"
"8322",310.316957434547,0.911039696114892,0.112672847850273,8.08570754620081,6.18043313083952e-16,3.56087660212326e-15,"FZD4","8322","frizzled class receptor 4"
"11889",136.484017510997,-1.34095011436928,0.165884595062226,-8.08363256314591,6.28655516764512e-16,3.62060375383954e-15,NA,"11889",NA
"17405",2139.08399957325,0.429650764995962,0.0531687410026557,8.0808903294231,6.42956137849278e-16,3.7015185779776e-15,NA,"17405",NA
"10834",524.651424657508,0.698481591418838,0.086443756568743,8.0801855350118,6.46683089330131e-16,3.72152103496582e-15,"NPM1P13","10834","nucleophosmin 1 pseudogene 13"
"2932",638.021237192912,0.660893579831162,0.0817974447289297,8.07963600845126,6.49603746476486e-16,3.7368696391766e-15,"GSK3B","2932","glycogen synthase kinase 3 beta"
"5658",50.949124547636,2.45351155593804,0.303736915381824,8.07775226417164,6.59714570184939e-16,3.79355182808648e-15,NA,"5658",NA
"1187",361.798834423048,-0.882868809323244,0.109343615981207,-8.07426022452911,6.78869598070133e-16,3.90217634023308e-15,"CLCNKA","1187","chloride voltage-gated channel Ka"
"9221",2051.55609187451,-0.420884016607439,0.0521278171891855,-8.07407713006552,6.79888914414868e-16,3.90651182091474e-15,"NOLC1","9221","nucleolar and coiled-body phosphoprotein 1"
"17125",2403.61060801318,-0.418227596267387,0.0518416693452399,-8.0674021795517,7.18096979040531e-16,4.12444009240037e-15,NA,"17125",NA
"3913",213.76707314885,-1.08006597236992,0.133905487969172,-8.06588280099899,7.2708535404716e-16,4.17443862405417e-15,"LAMB2","3913","laminin subunit beta 2"
"13309",2023.21092524529,0.437415168800804,0.0542454792009102,8.06362438390008,7.40650959352405e-16,4.25066738276314e-15,NA,"13309",NA
"3303",166.652902074368,-1.18154492485028,0.146556907004288,-8.06202142909381,7.50430416385132e-16,4.30511618399536e-15,"HSPA1A","3303","heat shock protein family A (Hsp70) member 1A"
"3050",131.383992480882,1.40696820673825,0.174553911746537,8.06036480454959,7.60670986060725e-16,4.36216692317625e-15,"HBZ","3050","hemoglobin subunit zeta"
"9377",185.177124942723,-1.12839939691928,0.140113981047914,-8.05343898217698,8.04995395025406e-16,4.61455547720126e-15,"COX5A","9377","cytochrome c oxidase subunit 5A"
"3170",269.584228604384,-0.93882761779334,0.116627159720696,-8.04981978504569,8.29160368965528e-16,4.75123076120294e-15,"FOXA2","3170","forkhead box A2"
"4729",545.548992652347,0.74251808036432,0.092276454519436,8.04666893880199,8.50779180366594e-16,4.87321553060352e-15,"NDUFV2","4729","NADH:ubiquinone oxidoreductase core subunit V2"
"10852",718.716294747929,0.673964245102699,0.083773938632793,8.04503472203798,8.62209734328393e-16,4.93677042134105e-15,NA,"10852",NA
"12649",15748.0145777201,-0.327581650116376,0.0407312812836986,-8.04250786599931,8.80182355105182e-16,5.03771943671463e-15,NA,"12649",NA
"2965",235.571887340228,0.980853802338166,0.121985128703452,8.04076540118784,8.92790384852634e-16,5.10789778414523e-15,"GTF2H1","2965","general transcription factor IIH subunit 1"
"19454",1223.64864947423,-0.524528496069721,0.0652476065568689,-8.03904577882944,9.05407530353797e-16,5.17807379990464e-15,NA,"19454",NA
"12292",287.430077187106,0.899044291980534,0.111842514903978,8.03848422715104,9.09565650228237e-16,5.199836521747e-15,NA,"12292",NA
"1349",636.990570352512,0.635597119458456,0.0790945471524744,8.03591577853255,9.28825308176639e-16,5.30788188906836e-15,"COX7B","1349","cytochrome c oxidase subunit 7B"
"4619",464.900849464893,0.754589748026571,0.0939817535778524,8.02910904829506,9.81830596768747e-16,5.60861214541775e-15,"MYH1","4619","myosin heavy chain 1"
"5906",890.861235570296,-0.55329262121715,0.0689165852195841,-8.02843930026761,9.87204342217052e-16,5.63712421371364e-15,"RAP1A","5906","RAP1A, member of RAS oncogene family"
"3588",1461.43235803224,-0.461837793792773,0.0575306824596489,-8.0276779980265,9.93347868561938e-16,5.67000808941357e-15,"IL10RB","3588","interleukin 10 receptor subunit beta"
"19314",808.131941527458,0.561912374996852,0.0700132763391876,8.02579745410857,1.00868529754989e-15,5.75532478331024e-15,NA,"19314",NA
"3819",1377.85918604475,-0.466947136309845,0.0581927491321629,-8.02414636313797,1.02234351621371e-15,5.83099796515389e-15,NA,"3819",NA
"2748",2423.37998564492,0.430158520343368,0.0536233368745568,8.02185289866715,1.04161836232162e-15,5.93863498023055e-15,NA,"2748",NA
"7586",1207.58638822184,0.517862335301709,0.064573078426858,8.01978700594695,1.05928684467248e-15,6.03703384253016e-15,"ZKSCAN1","7586","zinc finger with KRAB and SCAN domains 1"
"2340",1907.80782118233,-0.48459914395562,0.0604277000724723,-8.01948681439852,1.06187867076204e-15,6.04946573238923e-15,NA,"2340",NA
"6719",376.458797716447,0.796178025540449,0.0992861630230494,8.01902300681732,1.0658954300916e-15,6.07000264632537e-15,"SRD5A1P1","6719","steroid 5 alpha-reductase 1 pseudogene 1"
